Give me your name so I know what to scream tonight,,,,,,,
Have you been to my yard? I make the best milkshakes,,,,,,,
"Hey boy, you better call life alert, because I've fallen for you and can't get up.",,,,,,,
Hey boy...I can suck a golf ball thru 50 feet of garden hose?,,,,,,,
Hey boy...I can suck the chrome off a trailer hitch?,,,,,,,
"Hey sweetheart, can I oil your piston?",,,,,,,
"Hey, give me your car keys... coz' your driving me crazy",,,,,,,
"Hey, somebody scream Mama Mia!",,,,,,,
"Hey, you look like a big strong guy. You think you could handle my pussy or is it too much for you?",,,,,,,
"Hey, you work out?",,,,,,,
"Hi, did your license get suspended for driving all these girls crazy?",,,,,,,
"Hi, I have a vagina",,,,,,,
"Hi, i'm wasted but this condom in my pocket doesn't have to be.",,,,,,,
"Hi, i'm writing a phone book, can I have your number?",,,,,,,
Hi! I'm Craven Morehead are you?,,,,,,,
How do you like your eggs? [...] I prefer mine fertilized,,,,,,,
How do you like your sausage in the morning... scrambled or blown?,,,,,,,
I could hear your cock talking and it just told me to blow you.... a kiss!,,,,,,,
"I do not fancy wines, I prefer moans",,,,,,,
"I don't feel so good, I think I need a shot of penis-illin",,,,,,,
I don't need a spoonful of sugar to swallow you,,,,,,,
I don't need a spoonful of sugar to swallow you.,,,,,,,
I hear you're good at algebra.....Will you replace my eX without asking Y?,,,,,,,
I hear you've been a bad boy. Now go to MY room!,,,,,,,
"I know why they are calling it a beaver, because I am dying for some wood",,,,,,,
"I know you think im sexy, I know you think im fine, but just like all the other guys get a number and wait in line",,,,,,,
"I like my mom friends like I like my coffee: hot, bitter, and full of milk.",,,,,,,
I lost my teddy bear. Can I sleep with you tonight?,,,,,,,
"I may not be Dairy Queen, boy, but I'll treat you right!",,,,,,,
"I suffer from amnesia. Have we had sex before? [No]. Well, why don't we?",,,,,,,
I will be a Dixie Chick and you be my cowboy... now take me away!,,,,,,,
I'd like to name a multiple orgasm after you.,,,,,,,
"I'd like to point out that beautiful"" has U in it. But, 'quickie' has U & I together.""",,,,,,,
I'm a feisty cougar and I am catch me a cub.,,,,,,,
"I'm a spy on a secret mission. Come in me, if you want to live",,,,,,,
I'm French Horny for your tromboner.,,,,,,,
I'm looking for a cougar. Can I be your cub?,,,,,,,
"I'm not drunk, I'm just intoxicated by the possibility of having an adult conversation.",,,,,,,
"I'm not drunk, I'm just intoxicated by you.",,,,,,,
"I'm trying to quit smoking, wanna give me a new oral fixation?",,,,,,,
"I'm wearing Revlon Colorstay Lipstick, want to help me test the claim that it won't kiss off?.",,,,,,,
"I've got the buns, do you have the hot dog?",,,,,,,
"If I could have you in bed, I wouldn't need the cover to keep warm",,,,,,,
"If I told you I work for UPS, would you let me handle your package?",,,,,,,
"Is it wet in here, or is it just my vagina?",,,,,,,
Is my vagina crying or are you just sexy?,,,,,,,
Is that a banana in your pants cause I'll 'ape you,,,,,,,
Is that old or vintage?,,,,,,,
"Is your name country crock, Because you can spread me anytime.",,,,,,,
Is your name Google? Because you have everything I've been searching for.,,,,,,,
Is your name Lionel? Because your made my panties Messi.,,,,,,,
"Kiss me if I am wrong, but isn't your name... Richard?",,,,,,,
"look at the guy, squint your sexy eyes, sensually lick your upper lip with the tip of your tongue",,,,,,,
Me so corny. Me love you long time,,,,,,,
"My beaver is bored and wants to play, do you have any wood for my beaver today",,,,,,,
My body has 206 bones. Want to give me another one?,,,,,,,
My body is a movie and your penis is the star!,,,,,,,
"My dick is like catnip, it’ll make a cougar like you go wild.",,,,,,,
"My kids call me ""mom"", but you can call me for a playdate anytime.",,,,,,,
My taco would like to meat you,,,,,,,
Nice package let me help unwrap that!,,,,,,,
"Nice package, you need me to sign up that?",,,,,,,
Nice package. Let me unwrap that for you,,,,,,,
Nice shirt. Is it made of boyfriend material?,,,,,,,
No ring? You should be someone's husband,,,,,,,
Oh you date men 10 years younger... some cougar you are... rawr!!!,,,,,,,
"Pick up a pack of sugar that actually says, “sugar” on it and say, “You dropped your nametag!”.",,,,,,,
Put a dollar bill on your head and when he asks what you did that for tell him its all you can eat for under a dollar,,,,,,,
"Somebody call the cops, because it is illegal for a lady to look that good after just having a boy.",,,,,,,
"That suit is very becoming on you. Then again, I would be too!",,,,,,,
"That's a nice (insert accessory she's rockin') you have, where did you get it?",,,,,,,
That's something my mom would do.,,,,,,,
"There are no seats, can I sit on your face?",,,,,,,
"They say apples don't fall far from the tree, so that must mean your mom's hot too.",,,,,,,
"They’re called ""eyebrows"" because my eyes are browsing your fine ass",,,,,,,
Wanna go back to my place and watch porn on my flat screen mirror?,,,,,,,
Wanna go halfsies on a baby?,,,,,,,
Want to give me an Australian kiss. It's like French kissing but you're going down under,,,,,,,
Were you in Boy Scouts? Because you sure have tied my heart in a knot.,,,,,,,
What's a nice guy like you doing with a body like that?,,,,,,,
"Whatever comes after cougar, that's what you are.",,,,,,,
"Whip it out and show me what you got, so I can save the disappointment from later.",,,,,,,
Would you like a gin and platonic or a Scotch and sofa?,,,,,,,
You are like candy bar; half sweet and half nuts because your kids are driving you crazy.,,,,,,,
You are prettier than your daughter.,,,,,,,
You are purrrfect!,,,,,,,
You bear a striking resemblance to Liz Lemon.,,,,,,,
You don't need car keys to drive me crazy.,,,,,,,
You know what they say about men with big feet. Want to prove that to me?,,,,,,,
You know what would go good on your hot dog? Mayo,,,,,,,
You know what would make your face look better? (What?) My legs wrapped around it.,,,,,,,
You like to eat Mexican?. Because you're heating up my taco,,,,,,,
You look like a hard worker. I have an opening you can fill,,,,,,,
You look so young; I'm surprised you don't have any wrinkles.,,,,,,,
"You remind me of a Twinkie. Every time I bite into you, you cream in my mouth.",,,,,,,
"You touch his shirt and ask, ""Is this cotton?"" Wait for response. Then touch down in the crotch area and say, ""Oh, this must be felt.""",,,,,,,
You want to melt in my mouth or in my hand?,,,,,,,
You'll do!,,,,,,,
"You're beautiful and has U in it, but ""quickie"" has U and I together",,,,,,,
You're so hot ; a firefighter couldn't put you out .,,,,,,,
Your body is a wonderland and I want to be Alice.,,,,,,,
Your boner is giving my nipples an erection,,,,,,,
Your pick-up lines are almost as old as you are.,,,,,,,
"Hey babe, I got this flaming sword from an angel and now I want to pass it in to you.",,,,,,,
"Hey babe, what's your PB lineage?",,,,,,,
Hey wanna see my seer stones?,,,,,,,
"Hey, I just met you, and this is crazy, but here's a ring, let's get married maybe?",,,,,,,
"Hey, is it just me or are we destined to be married?",,,,,,,
"Hey, what's your name? [Insert Name:] Hmmm, that sounds familiar... I think it was in my Patriarchal Blessing!",,,,,,,
"Hey...let's be like Joseph Smith, and score some ladies by creating our own religion.",,,,,,,
How about dinner? I fix a great pan seared Curelom with orange juice and sprite reduction sauce.,,,,,,,
I am here to share something important to your eternal salvation with you.,,,,,,,
I bet you're even prettier in temple white.,,,,,,,
I can be your scripture hero.,,,,,,,
I can't think of anyone else I'd rather survive Armeggedon with.,,,,,,,
I didn't know angels could fly so low!,,,,,,,
I don't think you're worthy to take me to the temple. [Why?:] Because you're smokin'!,,,,,,,
I had a revelation-We knew each other in the pre-existence. We were destined to be together.,,,,,,,
I just got off my mission and I’m looking for my next companion.,,,,,,,
I just received a message from the Holy Ghost that you are supposed to be my wife.,,,,,,,
"I knew I'd feel the spirit at church, but I never thought I'd see an angel.",,,,,,,
"I know god made all of his daughters beautiful, but man did he go over the top with you, gorgeous.",,,,,,,
I miss you like the Book of Mormon missed the Bible during the Great Apostasy,,,,,,,
I must be in heaven because I'm looking at angel Moroni!,,,,,,,
"I went on a mission tirp, and all I did was end up mission you.",,,,,,,
"I'm sorry, but you don't just have a sweet spirit... If you know what I mean.",,,,,,,
"If I got a dollar for every time I saw an angel, you would have to pull out your wallet.",,,,,,,
"If I received inspiration my whole life, like I did just now seeing you, I would be so inspired as to be the greatest prophet ever.",,,,,,,
"If you show me your Urim, I'll show you my Thummim.",,,,,,,
"If you start to feel off balance, just hold tight to the rod.",,,,,,,
Is the spirit telling you what it's telling me?,,,,,,,
Is your name David? Because I wanna be like Goliath and fall for you.,,,,,,,
Is your name virtue? Because you garnish MY thoughts unceasingly!,,,,,,,
My Liahona pointed to you.,,,,,,,
"My love for you is like shiz's last breath, I just can't hold it in!",,,,,,,
"The 13th Article of Faith requires me to ask you out (If there is anything virtuous, lovely or of good report, or praiseworthy, we seek after these things."")""",,,,,,,
The only thing standing between you and me is my priesthood; if you know what I mean.,,,,,,,
The tree of life called. It wants its sweetness back.,,,,,,,
Wanna be a sister wife?,,,,,,,
Wanna hold the priesthood? ,,,,,,,
"Want to put the Duggars to shame and ""Multiply and Replenish the Earth""?",,,,,,,
We have been commanded to multiply and replenish the earth.,,,,,,,
What do you and hell have in common? You're both Hot!,,,,,,,
What time do you have to be back in heaven?,,,,,,,
What's a celestial girl like you doing in a telestial place like this?,,,,,,,
What's in the box?,,,,,,,
"What's your favorite temple? Cuz, I'm lookin' at mine!",,,,,,,
You have great child bearing hips.,,,,,,,
"You must be a Jaredite, because you are tight like unto a dish.",,,,,,,
You must be the liahona because your workmanship is exceedingly fine.,,,,,,,
"You must be the promised land, because my liahona is pointed right at you.",,,,,,,
You remind me of the fruit in Lehi's dream... the most precious of all.,,,,,,,
You wanna see my flaming sword?,,,,,,,
You're not old enough to go to the church dance. Let's make out instead.,,,,,,,
A date with me is a temple and you have a recommend.,,,,,,,
Am I dreaming... or are you a revelation?,,,,,,,
An angel said he would destroy me if I did not sleep with you.,,,,,,,
Are those kolob pants you're wearing? Because your ass is out of this world!,,,,,,,
"Are those real boobs, or are you wearing Nephi's breast plate?",,,,,,,
Are you a gadiaton robber? Because you just stole my heart!,,,,,,,
Are you an angel? Because whenever I'm around you I strongly feel the spirit.,,,,,,,
Are you lost ma'am? Because the celestial kingdom is a long way from here!,,,,,,,
Are you the iron rod? Because I wanna hold onto you for the rest of eternity.,,,,,,,
Are you the spirit? Because whenever I think about you I feel a burning in my bosom.,,,,,,,
Did it hurt when you fell from heaven?,,,,,,,
Do you go to EFY? Because I am epecially for you.,,,,,,,
Does your Dad wear a baker's hat? Because you've got a nice set of buns.,,,,,,,
Don't I know you from the pre-existence?,,,,,,,
"Even with the Liahona, I get lost in your eyes.",,,,,,,
"You know, I'm really grateful for Martin Harris. Without him there'd be another 113 pages between us.",,,,,,,
10% of me is 100% certain that I can give you 10% of my heart forever.,,,,,,,
7 plagues is nothing compare to what I'd go through for you.,,,,,,,
Are you hot or is that just the holy spirt burning inside you?,,,,,,,
Aye girl. Gimme Psalm of that.,,,,,,,
Did it hurt when you fell from heaven?,,,,,,,
"Did you say your name was Esther? Oh, I guess I just think you were chosen for such a time as this.",,,,,,,
Do you know how I can volunteer with the Sunday School? I really love kids.,,,,,,,
Do you need prayer? Because I'm certainly willing to lay hands on you.,,,,,,,
Do you want to be accountability partners?,,,,,,,
Doesn't the Bible say to 'greet one another with a holy kiss?,,,,,,,
For you I would slay two Goliaths!,,,,,,,
God was just showing off when he made you.,,,,,,,
"Here I am, the answer to your prayers.",,,,,,,
"Hey girl, are you familiar with Fordyce's sermons?",,,,,,,
"Hey girl, God commands us to be fruitful and multiply. What do you say?",,,,,,,
"Hey girl, reading Leviticus with you was so fun! Let's do that again!",,,,,,,
"Hey girl, whenever I read Proverb 31, I think about you.",,,,,,,
Hey girl. Bathsheba had nothing on you.,,,,,,,
Hey girl. Don't worry. I'll be sure to sit next to you during the prayer so that we can hold hands.,,,,,,,
Hey girl. I heard Jesus called you. Mind I do the same?,,,,,,,
"Hey girl. Unfortunately, I can't perform miracles, and I only have enough fish and bread for two people...",,,,,,,
Hi. My name is Will... God's Will.,,,,,,,
"How about you be the salt, and I'll be the light.",,,,,,,
How many times do I have to walk around you to make you fall for me?,,,,,,,
How would you like to join my Purpose Driven Life?,,,,,,,
